-49.1	-2.20E-09
-48.1	-2.18E-09
-47.1	-2.17E-09
-46.1	-2.16E-09
-45.1	-2.16E-09
-44.1	-2.15E-09
-43.1	-2.14E-09
-42.1	-2.14E-09
-41.1	-2.13E-09
-40.1	-2.12E-09
-39.1	-2.12E-09
-38.1	-2.11E-09
-37.1	-2.11E-09
-36.1	-2.10E-09
-35.1	-2.10E-09
-34.1	-2.09E-09
-33.1	-2.09E-09
-32.1	-2.09E-09
-31.1	-2.08E-09
-30.1	-2.07E-09
-29.1	-2.07E-09
-28.1	-2.07E-09
-27.1	-2.06E-09
-26.1	-2.06E-09
-25.1	-2.05E-09
-24.1	-2.05E-09
-23.1	-2.05E-09
-22.1	-2.04E-09
-21.1	-2.04E-09
-20.1	-2.04E-09
-19.1	-2.03E-09
-18.1	-2.03E-09
-17.1	-2.03E-09
-16.1	-2.02E-09
-15.1	-2.02E-09
-14.1	-2.01E-09
-13.1	-2.01E-09
-12.1	-2.01E-09
-11.1	-2.00E-09
-10.1	-2.00E-09
-9.1	-2.00E-09
-8.1	-2.00E-09
-7.1	-1.99E-09
-6.1	-1.99E-09
-5.1	-1.99E-09
-4.1	-1.98E-09
-3.1	-1.98E-09
-2.1	-1.98E-09
-1.1	-1.98E-09
-0.1	-1.97E-09
0.9	-1.97E-09
1.9	-1.97E-09
2.9	-1.97E-09
3.9	-1.97E-09
4.9	-1.96E-09
5.9	-1.96E-09
6.9	-1.96E-09
7.9	-1.96E-09
8.9	-1.96E-09
9.9	-1.95E-09
10.9	-1.95E-09
11.9	-1.95E-09
12.9	-1.95E-09
13.9	-1.94E-09
14.9	-1.94E-09
15.9	-1.94E-09
16.9	-1.94E-09
17.9	-1.94E-09
18.9	-1.93E-09
19.9	-1.93E-09
20.9	-1.93E-09
21.9	-1.93E-09
22.9	-1.93E-09
23.9	-1.93E-09
24.9	-1.93E-09
25.9	-1.93E-09
26.9	-1.92E-09
27.9	-1.92E-09
28.9	-1.92E-09
29.9	-1.92E-09
30.9	-1.92E-09
31.9	-1.91E-09
32.9	-1.91E-09
33.9	-1.91E-09
34.9	-1.91E-09
35.9	-1.91E-09
36.9	-1.91E-09
37.9	-1.91E-09
38.9	-1.91E-09
39.9	-1.91E-09
40.9	-1.91E-09
41.9	-1.90E-09
42.9	-1.90E-09
43.9	-1.90E-09
44.9	-1.90E-09
45.9	-1.90E-09
46.9	-1.90E-09
47.9	-1.89E-09
48.9	-1.89E-09
49.9	-1.89E-09
50.9	-1.89E-09
51.9	-1.89E-09
52.9	-1.89E-09
53.9	-1.89E-09
54.9	-1.89E-09
55.9	-1.89E-09
56.9	-1.89E-09
57.9	-1.88E-09
58.9	-1.88E-09
59.9	-1.88E-09
60.9	-1.88E-09
61.9	-1.88E-09
62.9	-1.88E-09
63.9	-1.87E-09
64.9	-1.87E-09
65.9	-1.87E-09
66.9	-1.87E-09
67.9	-1.87E-09
68.9	-1.87E-09
69.9	-1.87E-09
70.9	-1.87E-09
71.9	-1.86E-09
72.9	-1.86E-09
73.9	-1.86E-09
74.9	-1.86E-09
75.9	-1.86E-09
76.9	-1.86E-09
77.9	-1.86E-09
78.9	-1.86E-09
79.9	-1.86E-09
80.9	-1.85E-09
81.9	-1.85E-09
82.9	-1.86E-09
83.9	-1.86E-09
84.9	-1.86E-09
85.9	-1.85E-09
86.9	-1.85E-09
87.9	-1.85E-09
88.9	-1.85E-09
89.9	-1.85E-09
90.9	-1.85E-09
91.9	-1.85E-09
92.9	-1.85E-09
93.9	-1.85E-09
94.9	-1.85E-09
95.9	-1.84E-09
