# Sensolytics: 3.12
# Line Scan
# Warning: the data-format is using a '.' as decimal sign. German Windows-systems may have problems with this...
# Experiment started: 5/21/2024 4:53:52 PM
# Stepper motors position: X 15,214.300 µm; Y 9,312.000 µm; Z 9,476.000 µm
# Piezo controller position: X 0.000 µm; Y 100.000 µm; Z 100.000 µm
# Potentiostat: ECD Off
# Potential WE1 at start [V]: 0.750
# Potential WE2 at start: OCP
# Controller: PCIe LStep Express
# Axis: ZAxis
# Direction: Negative
# Way [µm]: 2000
# Max. Speed [µm/s]: 1
# Increment [µm]: 0.25
# Waiting Time [ms]: 0
# Stop Condition: Manual
# Position abs. [µm], Position rel. [µm], I WE1 [A]
9533.000, -43.000, 5.5877685546875E-09
9532.750, -43.250, 5.5938720703125E-09
9532.500, -43.500, 5.596923828125E-09
9532.250, -43.750, 5.596923828125E-09
9532.000, -44.000, 5.5938720703125E-09
9531.750, -44.250, 5.5908203125E-09
9531.500, -44.500, 5.5877685546875E-09
9531.250, -44.750, 5.5877685546875E-09
9531.000, -45.000, 5.584716796875E-09
9530.750, -45.250, 5.5816650390625E-09
9530.500, -45.500, 5.57861328125E-09
9530.250, -45.750, 5.5755615234375E-09
9530.000, -46.000, 5.5755615234375E-09
9529.750, -46.250, 5.5816650390625E-09
9529.500, -46.500, 5.5816650390625E-09
9529.250, -46.750, 5.584716796875E-09
9529.000, -47.000, 5.5816650390625E-09
9528.750, -47.250, 5.5908203125E-09
9528.500, -47.500, 5.5877685546875E-09
9528.250, -47.750, 5.584716796875E-09
9528.000, -48.000, 5.584716796875E-09
9527.750, -48.250, 5.5877685546875E-09
9527.500, -48.500, 5.5877685546875E-09
9527.250, -48.750, 5.5877685546875E-09
9527.000, -49.000, 5.584716796875E-09
9526.750, -49.250, 5.5908203125E-09
9526.500, -49.500, 5.5908203125E-09
9526.250, -49.750, 5.5908203125E-09
9526.000, -50.000, 5.5877685546875E-09
9525.750, -50.250, 5.5877685546875E-09
9525.500, -50.500, 5.5908203125E-09
9525.250, -50.750, 5.5908203125E-09
9525.000, -51.000, 5.584716796875E-09
9524.750, -51.250, 5.584716796875E-09
9524.500, -51.500, 5.5908203125E-09
9524.250, -51.750, 5.5908203125E-09
9524.000, -52.000, 5.584716796875E-09
9523.750, -52.250, 5.584716796875E-09
9523.500, -52.500, 5.5908203125E-09
9523.250, -52.750, 5.584716796875E-09
9523.000, -53.000, 5.5877685546875E-09
9522.750, -53.250, 5.5908203125E-09
9522.500, -53.500, 5.5908203125E-09
9522.250, -53.750, 5.5938720703125E-09
9522.000, -54.000, 5.596923828125E-09
9521.750, -54.250, 5.5938720703125E-09
9521.500, -54.500, 5.5908203125E-09
9521.250, -54.750, 5.5877685546875E-09
9521.000, -55.000, 5.5908203125E-09
9520.750, -55.250, 5.584716796875E-09
9520.500, -55.500, 5.5816650390625E-09
9520.250, -55.750, 5.584716796875E-09
9520.000, -56.000, 5.584716796875E-09
9519.750, -56.250, 5.584716796875E-09
9519.500, -56.500, 5.5877685546875E-09
9519.250, -56.750, 5.5908203125E-09
9519.000, -57.000, 5.5877685546875E-09
9518.750, -57.250, 5.5877685546875E-09
9518.500, -57.500, 5.5877685546875E-09
9518.250, -57.750, 5.5908203125E-09
9518.000, -58.000, 5.5908203125E-09
9517.750, -58.250, 5.5877685546875E-09
9517.500, -58.500, 5.5877685546875E-09
9517.250, -58.750, 5.5816650390625E-09
9517.000, -59.000, 5.57861328125E-09
9516.750, -59.250, 5.5816650390625E-09
9516.500, -59.500, 5.57861328125E-09
9516.250, -59.750, 5.572509765625E-09
9516.000, -60.000, 5.5816650390625E-09
9515.750, -60.250, 5.5755615234375E-09
9515.500, -60.500, 5.57861328125E-09
9515.250, -60.750, 5.5816650390625E-09
9515.000, -61.000, 5.584716796875E-09
9514.750, -61.250, 5.5877685546875E-09
9514.500, -61.500, 5.5877685546875E-09
9514.250, -61.750, 5.5877685546875E-09
9514.000, -62.000, 5.5877685546875E-09
9513.750, -62.250, 5.5816650390625E-09
9513.500, -62.500, 5.584716796875E-09
9513.250, -62.750, 5.5877685546875E-09
