# Sensolytics: 3.12
# Line Scan
# Warning: the data-format is using a '.' as decimal sign. German Windows-systems may have problems with this...
# Experiment started: 5/8/2025 3:02:36 PM
# Stepper motors position: X 14,029.400 µm; Y 9,891.000 µm; Z 8,391.499 µm
# Piezo controller position: X 0.000 µm; Y 100.000 µm; Z 100.000 µm
# Potentiostat: ECD Off
# Potential WE1 at start [V]: 0.400
# Potential WE2 at start: OCP
# Controller: PCIe LStep Express
# Axis: ZAxis
# Direction: Negative
# Way [µm]: 5000
# Max. Speed [µm/s]: 1
# Increment [µm]: 0.5
# Waiting Time [ms]: 0
# Stop Condition: Manual
# Position abs. [µm], Position rel. [µm], I WE1 [A]
8281.999, -209.500, 4.296875E-09
8281.499, -210.000, 4.29718017578125E-09
8280.999, -210.500, 4.2987060546875E-09
8280.499, -211.000, 4.29656982421875E-09
8279.999, -211.500, 4.296875E-09
8279.499, -212.000, 4.2974853515625E-09
8278.999, -212.500, 4.29656982421875E-09
8278.499, -213.000, 4.29718017578125E-09
8277.999, -213.500, 4.29656982421875E-09
8277.499, -214.000, 4.295654296875E-09
8276.999, -214.500, 4.2962646484375E-09
8276.499, -215.000, 4.296875E-09
8275.999, -215.500, 4.295654296875E-09
8275.499, -216.000, 4.29534912109375E-09
8274.999, -216.500, 4.295654296875E-09
8274.499, -217.000, 4.2974853515625E-09
8273.999, -217.500, 4.2962646484375E-09
8273.499, -218.000, 4.29473876953125E-09
8272.999, -218.500, 4.2950439453125E-09
8272.499, -219.000, 4.29443359375E-09
8271.999, -219.500, 4.29473876953125E-09
8271.499, -220.000, 4.29534912109375E-09
8270.999, -220.500, 4.29534912109375E-09
8270.499, -221.000, 4.29443359375E-09
8269.999, -221.500, 4.29473876953125E-09
8269.499, -222.000, 4.29290771484375E-09
8268.999, -222.500, 4.2938232421875E-09
8268.499, -223.000, 4.29412841796875E-09
8267.999, -223.500, 4.29473876953125E-09
8267.499, -224.000, 4.29290771484375E-09
8266.999, -224.500, 4.2938232421875E-09
8266.499, -225.000, 4.29229736328125E-09
8265.999, -225.500, 4.2938232421875E-09
8265.499, -226.000, 4.2926025390625E-09
8264.999, -226.500, 4.29412841796875E-09
8264.499, -227.000, 4.2938232421875E-09
8263.999, -227.500, 4.29046630859375E-09
8263.499, -228.000, 4.29229736328125E-09
8262.999, -228.500, 4.29290771484375E-09
8262.499, -229.000, 4.293212890625E-09
8261.999, -229.500, 4.29351806640625E-09
8261.499, -230.000, 4.29290771484375E-09
8260.999, -230.500, 4.29229736328125E-09
8260.499, -231.000, 4.29107666015625E-09
8259.999, -231.500, 4.29046630859375E-09
8259.499, -232.000, 4.29168701171875E-09
8258.999, -232.500, 4.2926025390625E-09
8258.499, -233.000, 4.29168701171875E-09
8257.999, -233.500, 4.290771484375E-09
8257.499, -234.000, 4.29046630859375E-09
8256.999, -234.500, 4.2889404296875E-09
8256.499, -235.000, 4.29107666015625E-09
8255.999, -235.500, 4.29107666015625E-09
8255.499, -236.000, 4.29107666015625E-09
8254.999, -236.500, 4.29046630859375E-09
8254.499, -237.000, 4.29229736328125E-09
8253.999, -237.500, 4.288330078125E-09
8253.499, -238.000, 4.29046630859375E-09
8252.999, -238.500, 4.28985595703125E-09
8252.499, -239.000, 4.288330078125E-09
8251.999, -239.500, 4.2901611328125E-09
8251.499, -240.000, 4.28924560546875E-09
8250.999, -240.500, 4.290771484375E-09
8250.499, -241.000, 4.28924560546875E-09
8249.999, -241.500, 4.28802490234375E-09
8249.499, -242.000, 4.28955078125E-09
8248.999, -242.500, 4.28680419921875E-09
8248.499, -243.000, 4.28741455078125E-09
8247.999, -243.500, 4.288330078125E-09
8247.499, -244.000, 4.28955078125E-09
8246.999, -244.500, 4.288330078125E-09
8246.499, -245.000, 4.2864990234375E-09
8245.999, -245.500, 4.28863525390625E-09
8245.499, -246.000, 4.287109375E-09
8244.999, -246.500, 4.28741455078125E-09
8244.499, -247.000, 4.287109375E-09
8243.999, -247.500, 4.28680419921875E-09
8243.499, -248.000, 4.28558349609375E-09
8242.999, -248.500, 4.28497314453125E-09
8242.499, -249.000, 4.28680419921875E-09
8241.999, -249.500, 4.2864990234375E-09
8241.499, -250.000, 4.28436279296875E-09
8240.999, -250.500, 4.285888671875E-09
8240.499, -251.000, 4.2852783203125E-09
8239.999, -251.500, 4.2864990234375E-09
8239.499, -252.000, 4.285888671875E-09
8238.999, -252.500, 4.28375244140625E-09
8238.499, -253.000, 4.2840576171875E-09
8237.999, -253.500, 4.28466796875E-09
8237.499, -254.000, 4.2840576171875E-09
8236.999, -254.500, 4.283447265625E-09
8236.499, -255.000, 4.2852783203125E-09
8235.999, -255.500, 4.283447265625E-09
8235.499, -256.000, 4.2840576171875E-09
8234.999, -256.500, 4.283447265625E-09
8234.499, -257.000, 4.28375244140625E-09
8233.999, -257.500, 4.283447265625E-09
8233.499, -258.000, 4.2822265625E-09
8232.999, -258.500, 4.28375244140625E-09
8232.499, -259.000, 4.2840576171875E-09
8231.999, -259.500, 4.28314208984375E-09
8231.499, -260.000, 4.2828369140625E-09
8230.999, -260.500, 4.28253173828125E-09
8230.499, -261.000, 4.28375244140625E-09
8229.999, -261.500, 4.28314208984375E-09
8229.499, -262.000, 4.28131103515625E-09
8228.999, -262.500, 4.28070068359375E-09
8228.499, -263.000, 4.28131103515625E-09
8227.999, -263.500, 4.28192138671875E-09
8227.499, -264.000, 4.28009033203125E-09
8226.999, -264.500, 4.28131103515625E-09
8226.499, -265.000, 4.2822265625E-09
8225.999, -265.500, 4.28070068359375E-09
8225.499, -266.000, 4.28070068359375E-09
8224.999, -266.500, 4.2791748046875E-09
8224.499, -267.000, 4.28009033203125E-09
8223.999, -267.500, 4.28009033203125E-09
8223.499, -268.000, 4.27764892578125E-09
8222.999, -268.500, 4.27947998046875E-09
8222.499, -269.000, 4.27947998046875E-09
8221.999, -269.500, 4.27947998046875E-09
8221.499, -270.000, 4.27886962890625E-09
8220.999, -270.500, 4.27703857421875E-09
8220.499, -271.000, 4.27978515625E-09
8219.999, -271.500, 4.27886962890625E-09
8219.499, -272.000, 4.27978515625E-09
8218.999, -272.500, 4.27734375E-09
8218.499, -273.000, 4.2767333984375E-09
8217.999, -273.500, 4.2791748046875E-09
8217.499, -274.000, 4.27734375E-09
8216.999, -274.500, 4.27703857421875E-09
8216.499, -275.000, 4.2779541015625E-09
8215.999, -275.500, 4.27764892578125E-09
8215.499, -276.000, 4.27764892578125E-09
8214.999, -276.500, 4.27734375E-09
8214.499, -277.000, 4.2755126953125E-09
8213.999, -277.500, 4.2767333984375E-09
8213.499, -278.000, 4.2767333984375E-09
8212.999, -278.500, 4.2755126953125E-09
8212.499, -279.000, 4.27490234375E-09
8211.999, -279.500, 4.2767333984375E-09
8211.499, -280.000, 4.27581787109375E-09
8210.999, -280.500, 4.276123046875E-09
8210.499, -281.000, 4.27490234375E-09
8209.999, -281.500, 4.27490234375E-09
8209.499, -282.000, 4.27520751953125E-09
8208.999, -282.500, 4.2742919921875E-09
