# Sensolytics: 3.12
# Line Scan
# Warning: the data-format is using a '.' as decimal sign. German Windows-systems may have problems with this...
# Experiment started: 5/8/2025 4:04:15 PM
# Stepper motors position: X 14,129.400 µm; Y 9,891.000 µm; Z 8,295.999 µm
# Piezo controller position: X 0.000 µm; Y 100.000 µm; Z 100.000 µm
# Potentiostat: ECD Off
# Potential WE1 at start [V]: 0.400
# Potential WE2 at start: OCP
# Controller: PCIe LStep Express
# Axis: ZAxis
# Direction: Negative
# Way [µm]: 5000
# Max. Speed [µm/s]: 1
# Increment [µm]: 0.5
# Waiting Time [ms]: 0
# Stop Condition: Manual
# Position abs. [µm], Position rel. [µm], I WE1 [A]
8182.999, -213.000, 3.8525390625E-09
8182.499, -213.500, 3.8519287109375E-09
8181.999, -214.000, 3.851318359375E-09
8181.499, -214.500, 3.851318359375E-09
8180.999, -215.000, 3.8494873046875E-09
8180.499, -215.500, 3.8482666015625E-09
8179.999, -216.000, 3.85040283203125E-09
8179.499, -216.500, 3.8494873046875E-09
8178.999, -217.000, 3.84979248046875E-09
8178.499, -217.500, 3.84918212890625E-09
8177.999, -218.000, 3.84857177734375E-09
8177.499, -218.500, 3.84796142578125E-09
8176.999, -219.000, 3.84735107421875E-09
8176.499, -219.500, 3.84735107421875E-09
8175.999, -220.000, 3.84613037109375E-09
8175.499, -220.500, 3.84796142578125E-09
8174.999, -221.000, 3.8482666015625E-09
8174.499, -221.500, 3.84613037109375E-09
8173.999, -222.000, 3.84490966796875E-09
8173.499, -222.500, 3.84674072265625E-09
8172.999, -223.000, 3.84521484375E-09
8172.499, -223.500, 3.84552001953125E-09
8171.999, -224.000, 3.84429931640625E-09
8171.499, -224.500, 3.84521484375E-09
8170.999, -225.000, 3.843994140625E-09
8170.499, -225.500, 3.8446044921875E-09
8169.999, -226.000, 3.8446044921875E-09
8169.499, -226.500, 3.8446044921875E-09
8168.999, -227.000, 3.8421630859375E-09
8168.499, -227.500, 3.84246826171875E-09
8167.999, -228.000, 3.843994140625E-09
8167.499, -228.500, 3.84368896484375E-09
8166.999, -229.000, 3.8433837890625E-09
8166.499, -229.500, 3.8421630859375E-09
8165.999, -230.000, 3.84185791015625E-09
8165.499, -230.500, 3.84185791015625E-09
8164.999, -231.000, 3.84185791015625E-09
8164.499, -231.500, 3.84124755859375E-09
8163.999, -232.000, 3.84124755859375E-09
8163.499, -232.500, 3.8397216796875E-09
8162.999, -233.000, 3.839111328125E-09
8162.499, -233.500, 3.83880615234375E-09
8161.999, -234.000, 3.84063720703125E-09
8161.499, -234.500, 3.8397216796875E-09
8160.999, -235.000, 3.84063720703125E-09
8160.499, -235.500, 3.83819580078125E-09
8159.999, -236.000, 3.84002685546875E-09
8159.499, -236.500, 3.83941650390625E-09
8158.999, -237.000, 3.83758544921875E-09
8158.499, -237.500, 3.837890625E-09
8157.999, -238.000, 3.83880615234375E-09
8157.499, -238.500, 3.8385009765625E-09
8156.999, -239.000, 3.836669921875E-09
8156.499, -239.500, 3.83697509765625E-09
8155.999, -240.000, 3.8360595703125E-09
8155.499, -240.500, 3.83697509765625E-09
8154.999, -241.000, 3.836669921875E-09
8154.499, -241.500, 3.836669921875E-09
8153.999, -242.000, 3.83514404296875E-09
8153.499, -242.500, 3.83575439453125E-09
8152.999, -243.000, 3.83575439453125E-09
8152.499, -243.500, 3.83575439453125E-09
8151.999, -244.000, 3.8360595703125E-09
8151.499, -244.500, 3.83453369140625E-09
8150.999, -245.000, 3.8336181640625E-09
8150.499, -245.500, 3.83331298828125E-09
8149.999, -246.000, 3.83392333984375E-09
8149.499, -246.500, 3.8330078125E-09
8148.999, -247.000, 3.8323974609375E-09
8148.499, -247.500, 3.83331298828125E-09
8147.999, -248.000, 3.83270263671875E-09
8147.499, -248.500, 3.8323974609375E-09
8146.999, -249.000, 3.8323974609375E-09
8146.499, -249.500, 3.8323974609375E-09
8145.999, -250.000, 3.83056640625E-09
8145.499, -250.500, 3.8311767578125E-09
8144.999, -251.000, 3.8330078125E-09
8144.499, -251.500, 3.83148193359375E-09
8143.999, -252.000, 3.83026123046875E-09
8143.499, -252.500, 3.83209228515625E-09
8142.999, -253.000, 3.829345703125E-09
8142.499, -253.500, 3.82965087890625E-09
8141.999, -254.000, 3.83056640625E-09
8141.499, -254.500, 3.8299560546875E-09
8140.999, -255.000, 3.8299560546875E-09
8140.499, -255.500, 3.82904052734375E-09
8139.999, -256.000, 3.82781982421875E-09
8139.499, -256.500, 3.82904052734375E-09
8138.999, -257.000, 3.8287353515625E-09
8138.499, -257.500, 3.829345703125E-09
8137.999, -258.000, 3.82720947265625E-09
8137.499, -258.500, 3.826904296875E-09
8136.999, -259.000, 3.828125E-09
8136.499, -259.500, 3.82781982421875E-09
8135.999, -260.000, 3.826904296875E-09
8135.499, -260.500, 3.82598876953125E-09
8134.999, -261.000, 3.8275146484375E-09
8134.499, -261.500, 3.8262939453125E-09
8133.999, -262.000, 3.826904296875E-09
8133.499, -262.500, 3.8250732421875E-09
8132.999, -263.000, 3.8250732421875E-09
8132.499, -263.500, 3.8262939453125E-09
8131.999, -264.000, 3.8250732421875E-09
8131.499, -264.500, 3.82476806640625E-09
8130.999, -265.000, 3.82415771484375E-09
8130.499, -265.500, 3.82537841796875E-09
8129.999, -266.000, 3.82537841796875E-09
8129.499, -266.500, 3.824462890625E-09
8128.999, -267.000, 3.82293701171875E-09
8128.499, -267.500, 3.8238525390625E-09
8127.999, -268.000, 3.82293701171875E-09
8127.499, -268.500, 3.8238525390625E-09
8126.999, -269.000, 3.8232421875E-09
8126.499, -269.500, 3.82232666015625E-09
8125.999, -270.000, 3.822021484375E-09
8125.499, -270.500, 3.82232666015625E-09
8124.999, -271.000, 3.8226318359375E-09
8124.499, -271.500, 3.82293701171875E-09
8123.999, -272.000, 3.8214111328125E-09
8123.499, -272.500, 3.82171630859375E-09
8122.999, -273.000, 3.8214111328125E-09
8122.499, -273.500, 3.82049560546875E-09
8121.999, -274.000, 3.82049560546875E-09
8121.499, -274.500, 3.82171630859375E-09
8120.999, -275.000, 3.8201904296875E-09
8120.499, -275.500, 3.82049560546875E-09
8119.999, -276.000, 3.819580078125E-09
8119.499, -276.500, 3.81988525390625E-09
8118.999, -277.000, 3.819580078125E-09
8118.499, -277.500, 3.81988525390625E-09
8117.999, -278.000, 3.8189697265625E-09
8117.499, -278.500, 3.8189697265625E-09
8116.999, -279.000, 3.818359375E-09
8116.499, -279.500, 3.81744384765625E-09
8115.999, -280.000, 3.8165283203125E-09
8115.499, -280.500, 3.817138671875E-09
8114.999, -281.000, 3.81927490234375E-09
8114.499, -281.500, 3.8189697265625E-09
